area,rank,title
Denoising,79,Semantic Understanding of Scenes through the ADE20K Dataset
Denoising,80,YOLACT++: Better Real-time Instance Segmentation
Denoising,81,Deformable Convolutional Networks
Denoising,82,LinkNet: Exploiting Encoder Representations for Efficient Semantic Segmentation
Denoising,83,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation
Denoising,84,Learning to Refine Object Segments
Denoising,85,Tencent ML-Images: A Large-Scale Multi-Label Image Database for Visual Representation Learning
Denoising,86,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
Denoising,87,EdgeFlow: Achieving Practical Interactive Segmentation with Edge-Guided Flow
Denoising,88,Rethinking BiSeNet For Real-time Semantic Segmentation
Denoising,89,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers
Denoising,90,Improving Semantic Segmentation via Decoupled Body and Edge Supervision
Denoising,91,Disentangled Non-Local Neural Networks
Denoising,92,Hierarchical Multi-Scale Attention for Semantic Segmentation
Denoising,93,UNet 3+: A Full-Scale Connected UNet for Medical Image Segmentation
Denoising,94,BiSeNet V2: Bilateral Network with Guided Aggregation for Real-time Semantic Segmentation
Denoising,95,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation"
Denoising,96,Segmentation Transformer: Object-Contextual Representations for Semantic Segmentation
Denoising,97,Asymmetric Non-local Neural Networks for Semantic Segmentation
Denoising,98,Expectation-Maximization Attention Networks for Semantic Segmentation
Denoising,99,Interlaced Sparse Self-Attention for Semantic Segmentation
Denoising,100,Gated-SCNN: Gated Shape CNNs for Semantic Segmentation
Denoising,101,Fast-SCNN: Fast Semantic Segmentation Network
Denoising,102,Dual Attention Network for Scene Segmentation
Denoising,103,Attention U-Net: Learning Where to Look for the Pancreas
Denoising,104,CCNet: Criss-Cross Attention for Semantic Segmentation
Denoising,105,OCNet: Object Context Network for Scene Parsing
Denoising,106,PSANet: Point-wise Spatial Attention Network for Scene Parsing
Denoising,107,Context Encoding for Semantic Segmentation
Denoising,108,Efficient Attention: Attention with Linear Complexities
Denoising,109,PP-LCNet: A Lightweight CPU Convolutional Neural Network
Denoising,110,Beyond Self-Supervision: A Simple Yet Effective Network Distillation Alternative to Improve Backbones
Denoising,111,HS-ResNet: Hierarchical-Split Block on Convolutional Neural Network
Denoising,112,Rethinking Channel Dimensions for Efficient Model Design
Denoising,113,GridMask Data Augmentation
Denoising,114,Hide-and-Seek: A Data Augmentation Technique for Weakly-Supervised Localization and Beyond
Denoising,115,Recovering Realistic Texture in Image Super-resolution by Deep Spatial Feature Transform
Denoising,116,BoxInst: High-Performance Instance Segmentation with Box Annotations
Denoising,117,Mask Encoding for Single Shot Instance Segmentation
Denoising,118,Conditional Convolutions for Instance Segmentation
Denoising,119,BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation
Denoising,120,Segmentation Loss Odyssey
Denoising,121,UNETR: Transformers for 3D Medical Image Segmentation
Denoising,122,Contextual Transformer Networks for Visual Recognition
Denoising,123,EPSANet: An Efficient Pyramid Squeeze Attention Block on Convolutional Neural Network
Denoising,124,RepMLP: Re-parameterizing Convolutions into Fully-connected Layers for Image Recognition
Denoising,125,Beyond Self-attention: External Attention using Two Linear Layers for Visual Tasks
Denoising,126,SA-Net: Shuffle Attention for Deep Convolutional Neural Networks
Denoising,127,SEN12MS -- A Curated Dataset of Georeferenced Multi-Spectral Sentinel-1/2 Imagery for Deep Learning and Data Fusion
Denoising,128,Improving Convolutional Networks With Self-Calibrated Convolutions
Denoising,129,SINet: Extreme Lightweight Portrait Segmentation Networks with Spatial Squeeze Modules and Information Blocking Decoder
Denoising,130,Feature Pyramid Encoding Network for Real-time Semantic Segmentation
Denoising,131,DABNet: Depth-wise Asymmetric Bottleneck for Real-time Semantic Segmentation
Denoising,132,ESNet: An Efficient Symmetric Network for Real-time Semantic Segmentation
Denoising,133,DiCENet: Dimension-wise Convolutions for Efficient Networks
Denoising,134,LEDNet: A Lightweight Encoder-Decoder Network for Real-Time Semantic Segmentation
Denoising,135,An Energy and GPU-Computation Efficient Backbone Network for Real-Time Object Detection
Denoising,136,"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network"
Denoising,137,CGNet: A Light-weight Context Guided Network for Semantic Segmentation
Denoising,138,Efficient Dense Modules of Asymmetric Convolution for Real-Time Semantic Segmentation
Denoising,139,BiSeNet: Bilateral Segmentation Network for Real-time Semantic Segmentation
Denoising,140,ContextNet: Exploring Context and Detail for Semantic Segmentation in Real-time
Denoising,141,ERFNet: Efficient Residual Factorized ConvNet for Real-time Semantic Segmentation
Denoising,142,Dilated Residual Networks
Denoising,143,ICNet for Real-Time Semantic Segmentation on High-Resolution Images
Denoising,144,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation
Denoising,145,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation
Denoising,146,Fully Convolutional Instance-aware Semantic Segmentation
Denoising,147,Rich feature hierarchies for accurate object detection and semantic segmentation
Denoising,148,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space
Denoising,149,Automated Design of Deep Learning Methods for Biomedical Image Segmentation
Denoising,150,COCO-Stuff: Thing and Stuff Classes in Context
Denoising,151,Co-Occurrent Features in Semantic Segmentation
Denoising,152,Generating Masks from Boxes by Mining Spatio-Temporal Consistencies in Videos
Denoising,153,Learning What to Learn for Video Object Segmentation
Denoising,154,Towards End-to-End Lane Detection: an Instance Segmentation Approach
Denoising,155,"DeepFashion2: A Versatile Benchmark for Detection, Pose Estimation, Segmentation and Re-Identification of Clothing Images"
Denoising,156,Recurrent Residual Convolutional Neural Network based on U-Net (R2U-Net) for Medical Image Segmentation
Denoising,157,Temporal RoI Align for Video Object Recognition
Denoising,158,Polarized Self-Attention: Towards High-quality Pixel-wise Regression
Denoising,159,VOLO: Vision Outlooker for Visual Recognition
Denoising,160,3D Semantic Segmentation with Submanifold Sparse Convolutional Networks
Denoising,161,UNet++: Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation
Denoising,162,ChainerCV: a Library for Deep Learning in Computer Vision
Denoising,163,Atlas: End-to-End 3D Scene Reconstruction from Posed Images
Denoising,164,What Makes for Good Views for Contrastive Learning?
Denoising,165,Improving Semantic Segmentation via Video Propagation and Label Relaxation
Denoising,166,4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks
Denoising,167,Rethinking Self-supervised Correspondence Learning: A Video Frame-level Similarity Perspective
Denoising,168,Learning a Discriminative Feature Network for Semantic Segmentation
Denoising,169,Conditional Random Fields as Recurrent Neural Networks
Denoising,170,Understanding Humans in Crowded Scenes: Deep Nested Adversarial Learning and A New Benchmark for Multi-Human Parsing
Denoising,171,Pose2Seg: Detection Free Human Instance Segmentation
Denoising,172,DLTK: State of the Art Reference Implementations for Deep Learning on Medical Images
Denoising,173,The Lovász-Softmax loss: A tractable surrogate for the optimization of the intersection-over-union measure in neural networks
Denoising,174,Optimal Transport for Multi-source Domain Adaptation under Target Shift
Denoising,175,PartNet: A Large-scale Benchmark for Fine-grained and Hierarchical Part-level 3D Object Understanding
Denoising,176,PointCNN: Convolution On X-Transformed Points
Denoising,177,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs
Denoising,178,Autonomous Driving in Reality with Reinforcement Learning and Image Translation
Denoising,179,Deep clustering: Discriminative embeddings for segmentation and separation
Denoising,180,Vision Transformers for Dense Prediction
Denoising,181,Hypersim: A Photorealistic Synthetic Dataset for Holistic Indoor Scene Understanding
Denoising,182,Panoptic nuScenes: A Large-Scale Benchmark for LiDAR Panoptic Segmentation and Tracking
Denoising,183,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation
Denoising,184,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation
Denoising,185,CyCADA: Cycle-Consistent Adversarial Domain Adaptation
Denoising,186,Boundary-Aware Segmentation Network for Mobile and Web Applications
Denoising,187,Bayesian SegNet: Model Uncertainty in Deep Convolutional Encoder-Decoder Architectures for Scene Understanding
Denoising,188,Retina U-Net: Embarrassingly Simple Exploitation of Segmentation Supervision for Medical Object Detection
Denoising,189,Dynamic Graph CNN for Learning on Point Clouds
Denoising,190,Partial Convolution based Padding
Denoising,191,Cascade R-CNN: High Quality Object Detection and Instance Segmentation
Denoising,192,TernausNet: U-Net with VGG11 Encoder Pre-Trained on ImageNet for Image Segmentation
Denoising,193,Deep Snake for Real-Time Instance Segmentation
Denoising,194,Global Context for Convolutional Pose Machines
Denoising,195,GIMP-ML: Python Plugins for using Computer Vision Models in GIMP
Denoising,196,BlenderProc
Denoising,197,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions
Denoising,198,YolactEdge: Real-time Instance Segmentation on the Edge
Denoising,199,Enforcing temporal consistency in Deep Learning segmentation of brain MR images
Denoising,200,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network
Super-Resolution,1,Naive-Student: Leveraging Semi-Supervised Learning in Video Sequences for Urban Scene Segmentation
Super-Resolution,2,Searching for MobileNetV3
Super-Resolution,3,FEELVOS: Fast End-to-End Embedding Learning for Video Object Segmentation
Super-Resolution,4,Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation
Super-Resolution,5,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction
Super-Resolution,6,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation
Super-Resolution,7,MobileNetV2: Inverted Residuals and Linear Bottlenecks
Super-Resolution,8,Rethinking Atrous Convolution for Semantic Image Segmentation
Super-Resolution,9,Mask R-CNN
Super-Resolution,10,Pyramid Scene Parsing Network
Super-Resolution,11,"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs"
Super-Resolution,12,Deep Residual Learning for Image Recognition
Super-Resolution,13,ParseNet: Looking Wider to See Better
Super-Resolution,14,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs
Super-Resolution,15,The surprising impact of mask-head architecture on novel class segmentation
Super-Resolution,16,BEiT: BERT Pre-Training of Image Transformers
Super-Resolution,17,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers
Super-Resolution,18,Learning to Segment Every Thing
Super-Resolution,19,PointRend: Image Segmentation as Rendering
Super-Resolution,20,TensorMask: A Foundation for Dense Object Segmentation
Super-Resolution,21,Panoptic Feature Pyramid Networks
Super-Resolution,22,Panoptic-DeepLab
Super-Resolution,23,Pointly-Supervised Instance Segmentation
Super-Resolution,24,Path Aggregation Network for Instance Segmentation
Super-Resolution,25,Seesaw Loss for Long-Tailed Instance Segmentation
Super-Resolution,26,FCOS: A simple and strong anchor-free object detector
Super-Resolution,27,DetectoRS: Detecting Objects with Recursive Feature Pyramid and Switchable Atrous Convolution
Super-Resolution,28,A novel Region of Interest Extraction Layer for Instance Segmentation
Super-Resolution,29,ResNeSt: Split-Attention Networks
Super-Resolution,30,CentripetalNet: Pursuing High-quality Keypoint Pairs for Object Detection
Super-Resolution,31,CBNet: A Novel Composite Backbone Network Architecture for Object Detection
Super-Resolution,32,Deep High-Resolution Representation Learning for Visual Recognition
Super-Resolution,33,MMDetection: Open MMLab Detection Toolbox and Benchmark
Super-Resolution,34,CARAFE: Content-Aware ReAssembly of FEatures
Super-Resolution,35,YOLACT: Real-time Instance Segmentation
Super-Resolution,36,Mask Scoring R-CNN
Super-Resolution,37,Hybrid Task Cascade for Instance Segmentation
Super-Resolution,38,"Deformable ConvNets v2: More Deformable, Better Results"
Super-Resolution,39,"How to train your ViT? Data, Augmentation, and Regularization in Vision Transformers"
Super-Resolution,40,XCiT: Cross-Covariance Image Transformers
Super-Resolution,41,Twins: Revisiting the Design of Spatial Attention in Vision Transformers
Super-Resolution,42,Co-Scale Conv-Attentional Image Transformers
Super-Resolution,43,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows
Super-Resolution,44,Scaling Local Self-Attention for Parameter Efficient Visual Backbones
Super-Resolution,45,LambdaNetworks: Modeling Long-Range Interactions Without Attention
Super-Resolution,46,RepVGG: Making VGG-style ConvNets Great Again
Super-Resolution,47,Evolving Normalization-Activation Layers
Super-Resolution,48,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks
Super-Resolution,49,Bag of Tricks for Image Classification with Convolutional Neural Networks
Super-Resolution,50,Fully Convolutional Networks for Semantic Segmentation
Super-Resolution,51,FDA: Fourier Domain Adaptation for Semantic Segmentation
Super-Resolution,52,Unsupervised Learning of Object Keypoints for Perception and Control
Super-Resolution,53,Is Heuristic Sampling Necessary in Training Deep Object Detectors?
Super-Resolution,54,Video-to-Video Synthesis
Super-Resolution,55,Emerging Properties in Self-Supervised Vision Transformers
Super-Resolution,56,Rethinking ImageNet Pre-training
Super-Resolution,57,Learning Strict Identity Mappings in Deep Residual Networks
Super-Resolution,58,Self-Supervised Learning with Swin Transformers
Super-Resolution,59,High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs
Super-Resolution,60,Micro-Batch Training with Batch-Channel Normalization and Weight Standardization
Super-Resolution,61,U-Net: Convolutional Networks for Biomedical Image Segmentation
Super-Resolution,62,Lite-HRNet: A Lightweight High-Resolution Network
Super-Resolution,63,PaddleSeg: A High-Efficient Development Toolkit for Image Segmentation
Super-Resolution,64,Attention-guided Context Feature Pyramid Network for Object Detection
Super-Resolution,65,SOLOv2: Dynamic and Fast Instance Segmentation
Super-Resolution,66,SOLO: Segmenting Objects by Locations
Super-Resolution,67,HarDNet: A Low Memory Traffic Network
Super-Resolution,68,High-Resolution Representations for Labeling Pixels and Regions
Super-Resolution,69,FCOS: Fully Convolutional One-Stage Object Detection
Super-Resolution,70,Microsoft COCO: Common Objects in Context
Super-Resolution,71,Simple Training Strategies and Model Scaling for Object Detection
Super-Resolution,72,Simple Copy-Paste is a Strong Data Augmentation Method for Instance Segmentation
Super-Resolution,73,Rethinking Pre-training and Self-training
Super-Resolution,74,"Fashionpedia: Ontology, Segmentation, and an Attribute Localization Dataset"
Super-Resolution,75,ShapeMask: Learning to Segment Novel Objects by Refining Shape Priors
Super-Resolution,76,UNet++: A Nested U-Net Architecture for Medical Image Segmentation
Super-Resolution,77,Recalibrating Fully Convolutional Networks with Spatial and Channel 'Squeeze & Excitation' Blocks
Super-Resolution,78,Unified Perceptual Parsing for Scene Understanding
Super-Resolution,79,Semantic Understanding of Scenes through the ADE20K Dataset
Super-Resolution,80,YOLACT++: Better Real-time Instance Segmentation
Super-Resolution,81,Deformable Convolutional Networks
Super-Resolution,82,LinkNet: Exploiting Encoder Representations for Efficient Semantic Segmentation
Super-Resolution,83,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation
Super-Resolution,84,Learning to Refine Object Segments
Super-Resolution,85,Tencent ML-Images: A Large-Scale Multi-Label Image Database for Visual Representation Learning
Super-Resolution,86,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
Super-Resolution,87,EdgeFlow: Achieving Practical Interactive Segmentation with Edge-Guided Flow
Super-Resolution,88,Rethinking BiSeNet For Real-time Semantic Segmentation
Super-Resolution,89,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers
Super-Resolution,90,Improving Semantic Segmentation via Decoupled Body and Edge Supervision
Super-Resolution,91,Disentangled Non-Local Neural Networks
Super-Resolution,92,Hierarchical Multi-Scale Attention for Semantic Segmentation
Super-Resolution,93,UNet 3+: A Full-Scale Connected UNet for Medical Image Segmentation
Super-Resolution,94,BiSeNet V2: Bilateral Network with Guided Aggregation for Real-time Semantic Segmentation
Super-Resolution,95,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation"
Super-Resolution,96,Segmentation Transformer: Object-Contextual Representations for Semantic Segmentation
Super-Resolution,97,Asymmetric Non-local Neural Networks for Semantic Segmentation
Super-Resolution,98,Expectation-Maximization Attention Networks for Semantic Segmentation
Super-Resolution,99,Interlaced Sparse Self-Attention for Semantic Segmentation
Super-Resolution,100,Gated-SCNN: Gated Shape CNNs for Semantic Segmentation
Super-Resolution,101,Fast-SCNN: Fast Semantic Segmentation Network
Super-Resolution,102,Dual Attention Network for Scene Segmentation
Super-Resolution,103,Attention U-Net: Learning Where to Look for the Pancreas
Super-Resolution,104,CCNet: Criss-Cross Attention for Semantic Segmentation
Super-Resolution,105,OCNet: Object Context Network for Scene Parsing
Super-Resolution,106,PSANet: Point-wise Spatial Attention Network for Scene Parsing
Super-Resolution,107,Context Encoding for Semantic Segmentation
Super-Resolution,108,Efficient Attention: Attention with Linear Complexities
Super-Resolution,109,PP-LCNet: A Lightweight CPU Convolutional Neural Network
Super-Resolution,110,Beyond Self-Supervision: A Simple Yet Effective Network Distillation Alternative to Improve Backbones
Super-Resolution,111,HS-ResNet: Hierarchical-Split Block on Convolutional Neural Network
Super-Resolution,112,Rethinking Channel Dimensions for Efficient Model Design
Super-Resolution,113,GridMask Data Augmentation
Super-Resolution,114,Hide-and-Seek: A Data Augmentation Technique for Weakly-Supervised Localization and Beyond
Super-Resolution,115,Recovering Realistic Texture in Image Super-resolution by Deep Spatial Feature Transform
Super-Resolution,116,BoxInst: High-Performance Instance Segmentation with Box Annotations
Super-Resolution,117,Mask Encoding for Single Shot Instance Segmentation
Super-Resolution,118,Conditional Convolutions for Instance Segmentation
Super-Resolution,119,BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation
Super-Resolution,120,Segmentation Loss Odyssey
Super-Resolution,121,UNETR: Transformers for 3D Medical Image Segmentation
Super-Resolution,122,Contextual Transformer Networks for Visual Recognition
Super-Resolution,123,EPSANet: An Efficient Pyramid Squeeze Attention Block on Convolutional Neural Network
Super-Resolution,124,Beyond Self-attention: External Attention using Two Linear Layers for Visual Tasks
Super-Resolution,125,RepMLP: Re-parameterizing Convolutions into Fully-connected Layers for Image Recognition
Super-Resolution,126,SA-Net: Shuffle Attention for Deep Convolutional Neural Networks
Super-Resolution,127,SEN12MS -- A Curated Dataset of Georeferenced Multi-Spectral Sentinel-1/2 Imagery for Deep Learning and Data Fusion
Super-Resolution,128,Improving Convolutional Networks With Self-Calibrated Convolutions
Super-Resolution,129,SINet: Extreme Lightweight Portrait Segmentation Networks with Spatial Squeeze Modules and Information Blocking Decoder
Super-Resolution,130,Feature Pyramid Encoding Network for Real-time Semantic Segmentation
Super-Resolution,131,DABNet: Depth-wise Asymmetric Bottleneck for Real-time Semantic Segmentation
Super-Resolution,132,ESNet: An Efficient Symmetric Network for Real-time Semantic Segmentation
Super-Resolution,133,DiCENet: Dimension-wise Convolutions for Efficient Networks
Super-Resolution,134,LEDNet: A Lightweight Encoder-Decoder Network for Real-Time Semantic Segmentation
Super-Resolution,135,An Energy and GPU-Computation Efficient Backbone Network for Real-Time Object Detection
Super-Resolution,136,"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network"
Super-Resolution,137,CGNet: A Light-weight Context Guided Network for Semantic Segmentation
Super-Resolution,138,Efficient Dense Modules of Asymmetric Convolution for Real-Time Semantic Segmentation
Super-Resolution,139,BiSeNet: Bilateral Segmentation Network for Real-time Semantic Segmentation
Super-Resolution,140,ContextNet: Exploring Context and Detail for Semantic Segmentation in Real-time
Super-Resolution,141,ERFNet: Efficient Residual Factorized ConvNet for Real-time Semantic Segmentation
Super-Resolution,142,Dilated Residual Networks
Super-Resolution,143,ICNet for Real-Time Semantic Segmentation on High-Resolution Images
Super-Resolution,144,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation
Super-Resolution,145,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation
Super-Resolution,146,Fully Convolutional Instance-aware Semantic Segmentation
Super-Resolution,147,Rich feature hierarchies for accurate object detection and semantic segmentation
Super-Resolution,148,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space
Super-Resolution,149,Automated Design of Deep Learning Methods for Biomedical Image Segmentation
Super-Resolution,150,COCO-Stuff: Thing and Stuff Classes in Context
Super-Resolution,151,Co-Occurrent Features in Semantic Segmentation
Super-Resolution,152,Generating Masks from Boxes by Mining Spatio-Temporal Consistencies in Videos
Super-Resolution,153,Learning What to Learn for Video Object Segmentation
Super-Resolution,154,Towards End-to-End Lane Detection: an Instance Segmentation Approach
Super-Resolution,155,"DeepFashion2: A Versatile Benchmark for Detection, Pose Estimation, Segmentation and Re-Identification of Clothing Images"
Super-Resolution,156,Recurrent Residual Convolutional Neural Network based on U-Net (R2U-Net) for Medical Image Segmentation
Super-Resolution,157,Temporal RoI Align for Video Object Recognition
Super-Resolution,158,Polarized Self-Attention: Towards High-quality Pixel-wise Regression
Super-Resolution,159,VOLO: Vision Outlooker for Visual Recognition
Super-Resolution,160,3D Semantic Segmentation with Submanifold Sparse Convolutional Networks
Super-Resolution,161,UNet++: Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation
Super-Resolution,162,ChainerCV: a Library for Deep Learning in Computer Vision
Super-Resolution,163,Atlas: End-to-End 3D Scene Reconstruction from Posed Images
Super-Resolution,164,What Makes for Good Views for Contrastive Learning?
Super-Resolution,165,Improving Semantic Segmentation via Video Propagation and Label Relaxation
Super-Resolution,166,4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks
Super-Resolution,167,Rethinking Self-supervised Correspondence Learning: A Video Frame-level Similarity Perspective
Super-Resolution,168,Learning a Discriminative Feature Network for Semantic Segmentation
Super-Resolution,169,Conditional Random Fields as Recurrent Neural Networks
Super-Resolution,170,Understanding Humans in Crowded Scenes: Deep Nested Adversarial Learning and A New Benchmark for Multi-Human Parsing
Super-Resolution,171,Pose2Seg: Detection Free Human Instance Segmentation
Super-Resolution,172,DLTK: State of the Art Reference Implementations for Deep Learning on Medical Images
Super-Resolution,173,The Lovász-Softmax loss: A tractable surrogate for the optimization of the intersection-over-union measure in neural networks
Super-Resolution,174,Optimal Transport for Multi-source Domain Adaptation under Target Shift
Super-Resolution,175,PartNet: A Large-scale Benchmark for Fine-grained and Hierarchical Part-level 3D Object Understanding
Super-Resolution,176,PointCNN: Convolution On X-Transformed Points
Super-Resolution,177,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs
Super-Resolution,178,Autonomous Driving in Reality with Reinforcement Learning and Image Translation
Super-Resolution,179,Deep clustering: Discriminative embeddings for segmentation and separation
Super-Resolution,180,Vision Transformers for Dense Prediction
Super-Resolution,181,Hypersim: A Photorealistic Synthetic Dataset for Holistic Indoor Scene Understanding
Super-Resolution,182,Panoptic nuScenes: A Large-Scale Benchmark for LiDAR Panoptic Segmentation and Tracking
Super-Resolution,183,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation
Super-Resolution,184,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation
Super-Resolution,185,CyCADA: Cycle-Consistent Adversarial Domain Adaptation
Super-Resolution,186,Boundary-Aware Segmentation Network for Mobile and Web Applications
Super-Resolution,187,Bayesian SegNet: Model Uncertainty in Deep Convolutional Encoder-Decoder Architectures for Scene Understanding
Super-Resolution,188,Retina U-Net: Embarrassingly Simple Exploitation of Segmentation Supervision for Medical Object Detection
Super-Resolution,189,Dynamic Graph CNN for Learning on Point Clouds
Super-Resolution,190,Partial Convolution based Padding
Super-Resolution,191,Cascade R-CNN: High Quality Object Detection and Instance Segmentation
Super-Resolution,192,TernausNet: U-Net with VGG11 Encoder Pre-Trained on ImageNet for Image Segmentation
Super-Resolution,193,Deep Snake for Real-Time Instance Segmentation
Super-Resolution,194,Global Context for Convolutional Pose Machines
Super-Resolution,195,GIMP-ML: Python Plugins for using Computer Vision Models in GIMP
Super-Resolution,196,BlenderProc
Super-Resolution,197,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions
Super-Resolution,198,YolactEdge: Real-time Instance Segmentation on the Edge
Super-Resolution,199,Enforcing temporal consistency in Deep Learning segmentation of brain MR images
Super-Resolution,200,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network
Object Tracking,1,Naive-Student: Leveraging Semi-Supervised Learning in Video Sequences for Urban Scene Segmentation
Object Tracking,2,Searching for MobileNetV3
Object Tracking,3,FEELVOS: Fast End-to-End Embedding Learning for Video Object Segmentation
Object Tracking,4,Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation
Object Tracking,5,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction
Object Tracking,6,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation
Object Tracking,7,MobileNetV2: Inverted Residuals and Linear Bottlenecks
Object Tracking,8,Rethinking Atrous Convolution for Semantic Image Segmentation
Object Tracking,9,Mask R-CNN
Object Tracking,10,Pyramid Scene Parsing Network
Object Tracking,11,"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs"
Object Tracking,12,Deep Residual Learning for Image Recognition
Object Tracking,13,ParseNet: Looking Wider to See Better
Object Tracking,14,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs
Object Tracking,15,The surprising impact of mask-head architecture on novel class segmentation
Object Tracking,16,BEiT: BERT Pre-Training of Image Transformers
Object Tracking,17,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers
Object Tracking,18,Learning to Segment Every Thing
Object Tracking,19,PointRend: Image Segmentation as Rendering
Object Tracking,20,TensorMask: A Foundation for Dense Object Segmentation
Object Tracking,21,Panoptic Feature Pyramid Networks
Object Tracking,22,Panoptic-DeepLab
Object Tracking,23,Pointly-Supervised Instance Segmentation
Object Tracking,24,Path Aggregation Network for Instance Segmentation
Object Tracking,25,Seesaw Loss for Long-Tailed Instance Segmentation
Object Tracking,26,FCOS: A simple and strong anchor-free object detector
Object Tracking,27,DetectoRS: Detecting Objects with Recursive Feature Pyramid and Switchable Atrous Convolution
Object Tracking,28,A novel Region of Interest Extraction Layer for Instance Segmentation
Object Tracking,29,ResNeSt: Split-Attention Networks
Object Tracking,30,CentripetalNet: Pursuing High-quality Keypoint Pairs for Object Detection
Object Tracking,31,CBNet: A Novel Composite Backbone Network Architecture for Object Detection
Object Tracking,32,Deep High-Resolution Representation Learning for Visual Recognition
Object Tracking,33,MMDetection: Open MMLab Detection Toolbox and Benchmark
Object Tracking,34,CARAFE: Content-Aware ReAssembly of FEatures
Object Tracking,35,YOLACT: Real-time Instance Segmentation
Object Tracking,36,Mask Scoring R-CNN
Object Tracking,37,Hybrid Task Cascade for Instance Segmentation
Object Tracking,38,"Deformable ConvNets v2: More Deformable, Better Results"
Object Tracking,39,"How to train your ViT? Data, Augmentation, and Regularization in Vision Transformers"
Object Tracking,40,XCiT: Cross-Covariance Image Transformers
Object Tracking,41,Twins: Revisiting the Design of Spatial Attention in Vision Transformers
Object Tracking,42,Co-Scale Conv-Attentional Image Transformers
Object Tracking,43,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows
Object Tracking,44,Scaling Local Self-Attention for Parameter Efficient Visual Backbones
Object Tracking,45,LambdaNetworks: Modeling Long-Range Interactions Without Attention
Object Tracking,46,RepVGG: Making VGG-style ConvNets Great Again
Object Tracking,47,Evolving Normalization-Activation Layers
Object Tracking,48,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks
Object Tracking,49,Bag of Tricks for Image Classification with Convolutional Neural Networks
Object Tracking,50,Fully Convolutional Networks for Semantic Segmentation
Object Tracking,51,FDA: Fourier Domain Adaptation for Semantic Segmentation
Object Tracking,52,Unsupervised Learning of Object Keypoints for Perception and Control
Object Tracking,53,Is Heuristic Sampling Necessary in Training Deep Object Detectors?
Object Tracking,54,Video-to-Video Synthesis
Object Tracking,55,Emerging Properties in Self-Supervised Vision Transformers
Object Tracking,56,Rethinking ImageNet Pre-training
Object Tracking,57,Learning Strict Identity Mappings in Deep Residual Networks
Object Tracking,58,Self-Supervised Learning with Swin Transformers
